data,adresas,pasto_kodas,tipas,plotas_m2,kambariai,priklausiniai,kaina_eur,eur_m2,atstumas_m,latitude,longitude,sklypas
2025-01-30,80 RUE D ANJOU,44330.0,namas,200.0,7.0,1,445000.0,2225.0,566.0,47.162606,-1.259463,44212000AZ0540
2021-07-19,15 RUE JEAN DROUET,44330.0,namas,99.0,5.0,0,225000.0,2273.0,572.0,47.164726,-1.271783,44212000AX0302
2023-06-14,7 AV DES ROSES,44330.0,namas,83.0,2.0,0,245000.0,2952.0,595.0,47.164161,-1.272919,44212000AX0040
2025-11-13,10 CHE DES MEUNIERS,44330.0,namas,123.0,5.0,1,550000.0,4472.0,601.0,47.16063,-1.258645,44212000AZ0347
2025-10-28,16 BD D ALCESTER,44330.0,namas,87.0,3.0,1,320000.0,3678.0,628.0,47.166401,-1.26902,44212000AT0776
2022-08-16,51 RUE SAINT VINCENT,44330.0,namas,120.0,5.0,1,425000.0,3542.0,633.0,47.161497,-1.274889,44212000ZR0289
2022-12-06,3 LE GUE GAUTIER,44330.0,namas,153.0,6.0,1,390000.0,2549.0,633.0,47.158064,-1.25941,44212000ZX0116
2024-01-18,8 RUE MAITRE PIERRE,44330.0,namas,62.0,2.0,1,184500.0,2976.0,636.0,47.160569,-1.258178,44212000ZX0082
2024-04-22,4 BD DU LUXEMBOURG,44330.0,namas,150.0,5.0,0,300000.0,2000.0,638.0,47.164417,-1.273352,44212000AX0037
2023-02-17,14 CHE DES MEUNIERS,44330.0,namas,46.0,2.0,0,168000.0,3652.0,638.0,47.160838,-1.258141,44212000ZX0085
2025-11-07,6 RUE MAITRE PIERRE,44330.0,namas,47.0,2.0,0,130000.0,2766.0,641.0,47.160655,-1.258107,44212000ZX0083
2024-10-10,18 CHE DES MEUNIERS,44330.0,namas,46.0,2.0,0,135000.0,2935.0,655.0,47.161026,-1.257902,44212000ZX0089
2022-08-04,59 RUE D ANJOU,44330.0,namas,43.0,3.0,1,153800.0,3577.0,667.0,47.16329,-1.258402,44212000AZ0103
2025-09-11,9 BD DU LUXEMBOURG,44330.0,namas,83.0,4.0,1,290000.0,3494.0,670.0,47.165184,-1.272939,44212000AX0028
2021-12-13,13 RUE DU CLOS JULIENNE,44330.0,namas,142.0,5.0,0,400000.0,2817.0,671.0,47.162389,-1.257934,44212000AZ0424
2022-06-27,16 RTE DE LA LOIRE,44330.0,namas,115.0,5.0,1,278250.0,2420.0,678.0,47.166105,-1.271487,44212000AT0044
2022-11-30,1 CHE DU BROCHET,44330.0,namas,69.0,3.0,0,107250.0,1554.0,679.0,47.161284,-1.275525,44212000ZR0487
2025-09-15,63 RUE D ANJOU,44330.0,namas,74.0,3.0,0,194000.0,2622.0,696.0,47.163364,-1.258033,44212000AZ0105
2021-09-29,22 CHE DES MEUNIERS,44330.0,namas,46.0,2.0,0,160000.0,3478.0,698.0,47.16121,-1.257347,44212000ZX0092
2024-03-28,9 RUE MAITRE PIERRE,44330.0,namas,47.0,2.0,1,121160.0,2578.0,700.0,47.160706,-1.25732,44212000ZX0094
2021-07-29,15 RTE DE LA LOIRE,44330.0,namas,85.0,4.0,1,210000.0,2471.0,701.0,47.166022,-1.272181,44212000AX0010
2025-10-14,11 RUE MAITRE PIERRE,44330.0,namas,47.0,2.0,0,110000.0,2340.0,704.0,47.160615,-1.257273,44212000ZX0095
2021-04-07,3 IMP DE LA MORINIERE,44330.0,namas,105.0,5.0,0,320000.0,3048.0,709.0,47.165944,-1.272504,44212000AX0011
2022-11-21,17 RTE DE LA LOIRE,44330.0,namas,100.0,2.0,0,195000.0,1950.0,711.0,47.166134,-1.272178,44212000AX0382
2023-12-13,3 CHE DU BROCHET,44330.0,namas,128.0,7.0,0,267000.0,2086.0,713.0,47.161048,-1.275982,44212000ZR0442
2022-06-29,4 IMP DE LA CHAROUILLERE DU MOUL,44330.0,namas,41.0,2.0,0,150000.0,3659.0,719.0,47.16353,-1.257812,44212000AZ0111
2025-09-16,4 IMP DE LA CHAROUILLERE DU MOUL,44330.0,namas,41.0,2.0,0,147000.0,3585.0,719.0,47.16353,-1.257812,44212000AZ0111
2023-11-03,90 RUE D ANJOU,44330.0,namas,225.0,4.0,0,415400.0,1846.0,720.0,47.163007,-1.257506,44212000AZ0387
2021-04-27,2 IMP DE LA CHAROUILLERE DU MOUL,44330.0,namas,60.0,2.0,0,175000.0,2917.0,723.0,47.163489,-1.257727,44212000AZ0365
2022-03-15,7 RUE DU SOLEIL LEVANT,44330.0,namas,119.0,5.0,0,340000.0,2857.0,724.0,47.162186,-1.257153,44212000AZ0440
2021-10-26,19 AV BEETHOVEN,44330.0,namas,89.0,4.0,0,310485.0,3489.0,729.0,47.16506,-1.274133,44212000AX0146
2021-08-30,5 IMP DE LA MORINIERE,44330.0,namas,125.0,6.0,1,445000.0,3560.0,731.0,47.165843,-1.273105,44212000AX0012
2021-12-17,38 AV DU GENERAL HEURTAUX,44330.0,namas,127.0,5.0,0,366000.0,2882.0,732.0,47.164609,-1.274659,44212000AX0032
2025-11-07,71 RUE D ANJOU,44330.0,namas,108.0,4.0,0,243500.0,2255.0,763.0,47.16349,-1.25716,44212000AZ0175
2024-07-16,2 RUE DE CHANTEMERLE,44330.0,namas,90.0,5.0,0,234600.0,2607.0,767.0,47.167222,-1.270968,44212000AT0159
2022-09-14,15 IMP DE LA CHAROUILLERE DU MOUL,44330.0,namas,258.0,9.0,0,460000.0,1783.0,795.0,47.164324,-1.257255,44212000AZ0536
2022-01-19,73 RUE D ANJOU,44330.0,namas,80.0,3.0,0,299000.0,3738.0,805.0,47.1636,-1.256628,44212000AZ0123
2024-08-30,19 RTE DE LA LOIRE,44330.0,namas,95.0,5.0,0,239000.0,2516.0,828.0,47.167095,-1.272872,44212000AV0153
2025-07-03,6050 L EMERAUDERIE,44330.0,namas,88.0,4.0,0,225000.0,2557.0,833.0,47.156195,-1.258153,44212000CW0260
2021-02-25,6050 L EMERAUDERIE,44330.0,namas,88.0,4.0,0,158000.0,1795.0,833.0,47.156195,-1.258153,44212000CW0260
2021-09-07,6050 L EMERAUDERIE,44330.0,namas,136.0,5.0,1,230350.0,1694.0,862.0,47.155941,-1.257953,44212000CW0125
2025-08-29,6 IMP MAURICE RAVEL,44330.0,namas,85.0,4.0,0,315000.0,3706.0,869.0,47.167101,-1.273753,44212000AV0149
2025-07-29,1 RUE DE BEL AIR,44330.0,namas,96.0,5.0,0,305000.0,3177.0,876.0,47.168507,-1.270124,44212000AT0833
2023-01-17,25 RTE DE LA LOIRE,44330.0,namas,80.0,5.0,1,255000.0,3188.0,884.0,47.167497,-1.273303,44212000AV0151
2024-02-29,1 RUE ERIK SATIE,44330.0,namas,85.0,4.0,0,217000.0,2553.0,900.0,47.168048,-1.27243,44212000AT0737
2023-01-30,7 RUE DE LA BASSE VILLE ARNOULT,44330.0,namas,97.0,4.0,0,323000.0,3330.0,902.0,47.1671,-1.274429,44212000AV0138
2025-06-07,5857 VILLE ARNOULT,44330.0,namas,69.0,3.0,0,203000.0,2942.0,921.0,47.168284,-1.272371,44212000AT0768
2024-01-17,5857 VILLE ARNOULT,44330.0,namas,69.0,3.0,0,193500.0,2804.0,921.0,47.168284,-1.272371,44212000AT0768
2022-10-14,10 RUE DE LA METAIRIE,44330.0,namas,98.0,4.0,0,362500.0,3699.0,1025.0,47.17006,-1.2691,44212000AT0371
2022-11-29,13 RUE DE BEL AIR,44330.0,namas,88.0,4.0,0,335000.0,3807.0,1040.0,47.16992,-1.270731,44212000AT0221
2023-05-09,5 RUE DU BOIS BRULE,44330.0,namas,90.0,5.0,0,375000.0,4167.0,1042.0,47.170374,-1.2671,44212000AT0813
2023-01-26,27 RUE GEORGES BIZET,44330.0,namas,120.0,4.0,0,357000.0,2975.0,1076.0,47.1699,-1.272152,44212000AT0561
2023-07-17,7 LA NOUILLERE,44330.0,namas,77.0,3.0,0,260000.0,3377.0,1082.0,47.160296,-1.280815,44212000ZR0481
2023-05-10,6 RUE DE LA HAUTE VILLE ARNOULT,44330.0,namas,110.0,4.0,0,226000.0,2055.0,1111.0,47.169813,-1.273491,44212000AT0639
2024-11-26,7114 LA ROUXIERE,44330.0,namas,99.0,5.0,0,220000.0,2222.0,1115.0,47.1545,-1.277752,44212000WA0104
2021-09-16,12 RUE DES PEUPLIERS,44330.0,namas,94.0,4.0,0,245000.0,2606.0,1121.0,47.171086,-1.266587,44212000AS0811
2021-09-09,6 RUE DE LA HAUTE VILLE ARNOULT,44330.0,namas,62.0,3.0,0,130000.0,2097.0,1122.0,47.169982,-1.273326,44212000AT0064
2022-08-10,7 VC DE LA POMMERAIE,44330.0,namas,96.0,5.0,0,300000.0,3125.0,1132.0,47.171179,-1.267198,44212000AT0246
2025-08-18,6 RUE DES PEUPLIERS,44330.0,namas,83.0,4.0,0,280000.0,3373.0,1146.0,47.171308,-1.266446,44212000AS0795
2022-01-10,2 RUE DES PEUPLIERS,44330.0,namas,90.0,4.0,0,290000.0,3222.0,1159.0,47.171426,-1.266149,44212000AS0797
2025-06-30,36 RUE DES PEUPLIERS,44330.0,namas,100.0,5.0,0,295500.0,2955.0,1174.0,47.171553,-1.265803,44212000AS0799
2022-05-13,109 LA NOUILLERE,44330.0,namas,131.0,5.0,0,360000.0,2748.0,1188.0,47.159107,-1.282,44212000ZR0377
2021-09-13,25 LA NOUILLERE,44330.0,namas,160.0,4.0,0,365000.0,2281.0,1192.0,47.160998,-1.282312,44212000ZR0308
2025-02-05,1 RUE DE L AUBEPINE,44330.0,namas,92.0,5.0,0,126000.0,1370.0,1193.0,47.171685,-1.268079,44212000AT0273
2025-10-06,4 RUE DE TOSCANE,44330.0,namas,128.0,6.0,0,369000.0,2883.0,1193.0,47.171405,-1.270417,44212000AT0522
2024-06-06,7 AV DES PAPILLONS BLANCS,44330.0,namas,99.0,3.0,0,430000.0,4343.0,1202.0,47.171363,-1.262024,44212000AR0206
2025-07-07,123 LA NOUILLERE,44330.0,namas,143.0,5.0,1,365000.0,2552.0,1205.0,47.160226,-1.282431,44212000ZR0355
2024-09-05,121 LA NOUILLERE,44330.0,namas,81.0,5.0,0,262850.0,3245.0,1213.0,47.160101,-1.282527,44212000ZR0485
2021-09-29,121 LA NOUILLERE,44330.0,namas,81.0,5.0,0,242000.0,2988.0,1213.0,47.160101,-1.282527,44212000ZR0485
2021-11-26,1 RUE DES PEUPLIERS,44330.0,namas,94.0,4.0,0,293297.0,3120.0,1213.0,47.171912,-1.266162,44212000AS0785
2025-02-03,10 LE PUY JAHAIL,44330.0,namas,73.0,2.0,0,135000.0,1849.0,1215.0,47.163809,-1.251044,44212000BC0242
2023-07-27,2 RUE DE TOSCANE,44330.0,namas,107.0,5.0,1,330000.0,3084.0,1218.0,47.171599,-1.27064,44212000AT0523
2023-01-26,4 RUE DES PRIMEVERES,44330.0,namas,92.0,5.0,0,364000.0,3957.0,1220.0,47.171879,-1.268717,44212000AT0270
2025-02-27,1 RUE DES MARRONNIERS,44330.0,namas,95.0,3.0,0,292000.0,3074.0,1220.0,47.171976,-1.267051,44212000AS0773
2025-05-14,105 LA NOUILLERE,44330.0,namas,83.0,3.0,0,250000.0,3012.0,1227.0,47.158829,-1.282452,44212000ZR0431
2022-01-04,4 RUE DE L AUBEPINE,44330.0,namas,80.0,4.0,0,265000.0,3312.0,1229.0,47.172031,-1.267655,44212000AT0250
2022-07-04,2 RUE DES MARRONNIERS,44330.0,namas,100.0,4.0,0,338000.0,3380.0,1230.0,47.172062,-1.266183,44212000AS0784
2023-06-27,31 RUE DE LA HAUTE VILLE ARNOULT,44330.0,namas,146.0,7.0,1,405000.0,2774.0,1234.0,47.171853,-1.269987,44212000AT0516
2023-04-19,11 AV DU PARC,44330.0,namas,82.0,5.0,0,255000.0,3110.0,1242.0,47.171975,-1.26346,44212000AR0151
2022-04-21,22 RUE DE L AUBEPINE,44330.0,namas,153.0,8.0,0,390000.0,2549.0,1244.0,47.172027,-1.269404,44212000AT0259
2023-02-07,1 IMP DES BOULEAUX,44330.0,namas,87.0,4.0,0,310000.0,3563.0,1254.0,47.172282,-1.266479,44212000AS0776
2024-06-24,8 AV DE LA GRANDE PRAIRIE,44330.0,namas,90.0,3.0,0,230000.0,2556.0,1256.0,47.171825,-1.261803,44212000AR0166
2024-04-08,203 LA FECUNIERE,44330.0,namas,99.0,4.0,1,271000.0,2737.0,1259.0,47.152132,-1.256267,44212000ZT0097
2025-07-25,5 IMP DES BOULEAUX,44330.0,namas,94.0,4.0,0,309900.0,3297.0,1267.0,47.1724,-1.266234,44212000AS0778
2022-09-13,5 IMP DES BOULEAUX,44330.0,namas,94.0,4.0,0,299000.0,3181.0,1267.0,47.1724,-1.266234,44212000AS0778
2025-09-04,7 IMP DES BOULEAUX,44330.0,namas,96.0,4.0,0,305000.0,3177.0,1270.0,47.172419,-1.266122,44212000AS0779
2023-01-25,37 LA NOUILLERE,44330.0,namas,118.0,5.0,0,275000.0,2331.0,1273.0,47.1609,-1.283371,44212000ZR0087
2023-04-24,9 IMP DES BOULEAUX,44330.0,namas,81.0,4.0,0,314000.0,3877.0,1273.0,47.172448,-1.265944,44212000AS0780
2024-02-15,8 RUE DE L AUBEPINE,44330.0,namas,162.0,6.0,0,390000.0,2407.0,1281.0,47.172498,-1.267625,44212000AT0252
2024-08-30,101 LA NOUILLERE,44330.0,namas,88.0,5.0,0,254000.0,2886.0,1283.0,47.158682,-1.283163,44212000ZR0150
2025-09-24,3 AV DE LA GRANDE PRAIRIE,44330.0,namas,84.0,4.0,0,260000.0,3095.0,1287.0,47.172189,-1.262163,44212000AR0535
2021-06-17,5836 FROMENTEAU,44330.0,namas,183.0,9.0,0,380000.0,2077.0,1289.0,47.164673,-1.282721,44212000ZO0088
2021-03-16,124 LA FECUNIERE,44330.0,namas,78.0,4.0,0,240900.0,3088.0,1294.0,47.15123,-1.257347,44212000ZT0083
2023-01-24,8 RUE DES MARRONNIERS,44330.0,namas,90.0,4.0,0,295000.0,3278.0,1300.0,47.172695,-1.26654,44212000AS0766
2021-07-23,107 LA FECUNIERE,44330.0,namas,115.0,4.0,0,310000.0,2696.0,1300.0,47.151449,-1.256724,44212000ZT0061
2023-09-06,11 RUE DES MARRONNIERS,44330.0,namas,82.0,4.0,0,270000.0,3293.0,1302.0,47.172706,-1.26697,44212000AS0770
2025-09-12,126 LA FECUNIERE,44330.0,namas,83.0,3.0,0,229000.0,2759.0,1303.0,47.151168,-1.257264,44212000ZT0084
2022-08-25,109 LA FECUNIERE,44330.0,namas,111.0,5.0,0,320000.0,2883.0,1307.0,47.151275,-1.256928,44212000ZT0063
2024-12-02,10 RUE DE L AUBEPINE,44330.0,namas,127.0,6.0,0,340000.0,2677.0,1308.0,47.172738,-1.267707,44212000AT0253
2023-10-02,6859 LE PUY JAHAIL,44330.0,namas,107.0,5.0,1,275000.0,2570.0,1309.0,47.163551,-1.249672,44212000BC0096
2024-06-27,5 AV DE LA GRANDE PRAIRIE,44330.0,namas,72.0,4.0,1,212000.0,2944.0,1313.0,47.172397,-1.261983,44212000AR0182
2021-07-30,128 LA FECUNIERE,44330.0,namas,79.0,4.0,1,265000.0,3354.0,1319.0,47.150974,-1.25732,44212000ZT0082
2024-11-29,12 RUE DES MARRONNIERS,44330.0,namas,91.0,5.0,0,290000.0,3187.0,1326.0,47.172926,-1.266485,44212000AS0764
2022-11-17,16 RUE DES MARRONNIERS,44330.0,namas,102.0,4.0,0,338000.0,3314.0,1326.0,47.172927,-1.266104,44212000AS0762
2023-05-22,12 FROMENTEAU,44330.0,namas,190.0,6.0,0,514000.0,2705.0,1327.0,47.165159,-1.283004,44212000ZO0086
2022-11-24,27 LE PUY JAHAIL,44330.0,namas,55.0,2.0,0,200000.0,3636.0,1336.0,47.164167,-1.249527,44212000BC0284
2025-12-11,27 LE PUY JAHAIL,44330.0,namas,55.0,2.0,0,200000.0,3636.0,1336.0,47.164167,-1.249527,44212000BC0284
2023-04-04,12 AV DE LA GRANDE PRAIRIE,44330.0,namas,85.0,4.0,0,363000.0,4271.0,1341.0,47.17252,-1.261286,44212000AR0494
2024-08-30,6022 LE LOGIS NEUF,44330.0,namas,90.0,4.0,0,253000.0,2811.0,1347.0,47.157112,-1.24972,44212000ZW0051
2024-10-01,38 RUE DES MARRONNIERS,44330.0,namas,100.0,5.0,0,315800.0,3158.0,1352.0,47.173155,-1.26698,44212000AS0745
2023-11-02,8303 LA NOUILLERE,44330.0,namas,123.0,4.0,0,355000.0,2886.0,1357.0,47.159972,-1.284427,44212000ZK0099
2023-12-13,36 RUE DES MARRONNIERS,44330.0,namas,89.0,4.0,0,290000.0,3258.0,1362.0,47.173252,-1.266984,44212000AS0746
2025-10-16,6021 LE LOGIS NEUF,44330.0,namas,120.0,6.0,1,219840.0,1832.0,1363.0,47.157148,-1.249474,44212000ZW0049
2021-07-20,5835 FROMENTEAU,44330.0,namas,210.0,6.0,1,590000.0,2810.0,1363.0,47.164049,-1.284012,44212000ZO0094
2022-06-27,2 RUE DES FRENES,44330.0,namas,105.0,5.0,0,357000.0,3400.0,1364.0,47.173245,-1.265318,44212000AS0735
2024-12-30,9 AV DE LA GRANDE PRAIRIE,44330.0,namas,88.0,5.0,1,168000.0,1909.0,1370.0,47.172889,-1.261777,44212000AR0180
2022-09-20,5831 FROMENTEAU,44330.0,namas,230.0,8.0,0,380000.0,1652.0,1374.0,47.16458,-1.283944,44212000ZO0082
2025-06-30,34 RUE DES MARRONNIERS,44330.0,namas,100.0,6.0,0,296000.0,2960.0,1375.0,47.173369,-1.266981,44212000AS0747
2023-09-14,30 RUE DES MARRONNIERS,44330.0,namas,105.0,5.0,0,328000.0,3124.0,1395.0,47.173552,-1.266669,44212000AS0749
2023-06-02,4 FROMENTEAU,44330.0,namas,228.0,6.0,1,380000.0,1667.0,1399.0,47.164373,-1.284376,44212000ZO0100
2023-08-29,16 AV DE LA GRANDE PRAIRIE,44330.0,namas,87.0,5.0,1,248000.0,2851.0,1404.0,47.17303,-1.260906,44212000AR0530
2025-03-27,5896 LE CORMIER,44330.0,namas,65.0,3.0,1,120000.0,1846.0,1415.0,47.16989,-1.279941,44212000HI0149
2022-07-07,21 AV DU PARC,44330.0,namas,95.0,5.0,0,283500.0,2984.0,1428.0,47.173517,-1.262321,44212000AR0156
2022-07-13,29 AV DU PARC,44330.0,namas,135.0,7.0,1,338000.0,2504.0,1454.0,47.173542,-1.261131,44212000AR0160
2025-05-14,6995 LE CORMIER,44330.0,namas,107.0,6.0,0,310000.0,2897.0,1459.0,47.170874,-1.279271,44212000HI0243
2021-10-13,23 AV DU PARC,44330.0,namas,87.0,5.0,0,295000.0,3391.0,1467.0,47.173861,-1.262207,44212000AR0157
2024-02-12,9 LES ROSIERS,44330.0,namas,58.0,2.0,0,120495.0,2078.0,1477.0,47.152106,-1.252109,44212000ZV0097
2021-02-16,29 RTE D ANCENIS,44330.0,namas,166.0,5.0,0,565000.0,3404.0,1480.0,47.174198,-1.264025,44212000AS0219
2021-05-31,6 RUE DES ALBIZIAS,44330.0,namas,156.0,5.0,0,350000.0,2244.0,1522.0,47.174685,-1.266237,44212000AS0582
2022-12-15,17 RUE DES TULIPIERS,44330.0,namas,78.0,4.0,0,265405.0,3403.0,1525.0,47.174552,-1.263427,44212000AS0543
2023-06-12,5879 LA CHEVALERIE,44330.0,namas,94.0,4.0,0,204750.0,2178.0,1527.0,47.172674,-1.277207,44212000HI0088
2021-06-24,1 LES ROSIERS,44330.0,namas,61.0,3.0,0,162000.0,2656.0,1544.0,47.151436,-1.251803,44212000ZV0089
2024-09-19,6019 CUL NOIR,44330.0,namas,70.0,3.0,1,230000.0,3286.0,1571.0,47.153307,-1.249182,44212000ZV0049
2023-12-21,7 RUE DES TULIPIERS,44330.0,namas,102.0,5.0,0,340000.0,3333.0,1572.0,47.174946,-1.263129,44212000AS0535
2023-06-26,3 RUE DES TULIPIERS,44330.0,namas,113.0,5.0,0,275000.0,2434.0,1599.0,47.17522,-1.26338,44212000AS0533
2025-09-10,23 LA REBUNIERE,44330.0,namas,78.0,3.0,1,110000.0,1410.0,1616.0,47.146953,-1.261279,44212000XK0069
2024-05-31,1 ALL DES ERABLES,44330.0,namas,127.0,6.0,1,373000.0,2937.0,1634.0,47.175689,-1.265777,44212000AS0490
2023-08-28,19 ALL DES ERABLES,44330.0,namas,106.0,4.0,0,316500.0,2986.0,1634.0,47.175699,-1.266274,44212000AS0499
2021-06-01,2 ALL DES CHARMES,44330.0,namas,115.0,5.0,0,271000.0,2357.0,1652.0,47.17568,-1.26316,44212000AS0311
2024-07-02,17 ALL DES ERABLES,44330.0,namas,116.0,7.0,0,335000.0,2888.0,1666.0,47.175979,-1.266272,44212000AS0498
2021-07-09,4 ALL DES CHARMES,44330.0,namas,77.0,3.0,1,357000.0,4636.0,1669.0,47.175857,-1.263405,44212000AS0310
2025-12-09,29 LA REBUNIERE,44330.0,namas,63.0,1.0,0,155000.0,2460.0,1670.0,47.146485,-1.261085,44212000XK0066
2024-08-08,104 LE HALDRAS,44330.0,namas,146.0,6.0,1,335000.0,2295.0,1722.0,47.1723,-1.282133,44212000HI0314
2022-05-09,7235 LAUNAY DE FROMENTEAU,44330.0,namas,94.0,4.0,1,144515.0,1537.0,1732.0,47.163394,-1.289178,44212000ZO0041
2022-04-25,5736 LAUNAY DE FROMENTEAU,44330.0,namas,81.0,2.0,0,145000.0,1790.0,1737.0,47.163229,-1.28928,44212000ZO0127
2023-03-02,14 ALL DES ERABLES,44330.0,namas,72.0,3.0,0,250000.0,3472.0,1764.0,47.17686,-1.266307,44212000AS0475
2024-10-16,5151 LA BRETAUDIERE,44330.0,namas,105.0,5.0,0,185000.0,1762.0,1824.0,47.163583,-1.242763,44212000YA0058
2021-09-06,10 LE HALDRAS,44330.0,namas,77.0,4.0,0,215000.0,2792.0,1834.0,47.171907,-1.284747,44212000HI0034
2025-02-25,5856 LE LATAY,44330.0,namas,78.0,4.0,1,175000.0,2244.0,1870.0,47.175585,-1.278854,44212000AS0165
2022-01-11,26 LA MOUCLETIERE,44330.0,namas,126.0,5.0,0,395000.0,3135.0,1917.0,47.171071,-1.287129,44212000HI0049
2023-02-07,26 LA MOUCLETIERE,44330.0,namas,126.0,5.0,0,395000.0,3135.0,1917.0,47.171071,-1.287129,44212000HI0049
2023-07-17,5852 LE LATAY,44330.0,namas,110.0,5.0,1,160000.0,1455.0,1979.0,47.17649,-1.279424,44212000AS0167
2022-07-06,124 LE CLERAY,44330.0,namas,140.0,4.0,0,320000.0,2286.0,2071.0,47.154543,-1.240913,44212000YA0109
2021-05-20,9001 LA BARONNIERE,44330.0,namas,128.0,4.0,0,230000.0,1797.0,2111.0,47.14281,-1.274357,44212000XP0088
2025-12-18,13 LA PETINIERE,44330.0,namas,89.0,5.0,0,271013.0,3045.0,2117.0,47.179904,-1.269845,44212000AI0240
2025-05-16,7 LA PETINIERE,44330.0,namas,88.0,4.0,0,273000.0,3102.0,2129.0,47.180067,-1.26907,44212000AI0403
2025-11-26,6976 LE CHATELIER,44330.0,namas,200.0,10.0,0,226415.0,1132.0,2141.0,47.144532,-1.251996,44212000XI0057
2021-03-30,2 LA PETINIERE,44330.0,namas,89.0,3.0,0,280800.0,3155.0,2150.0,47.180278,-1.268623,44212000AI0352
2021-08-19,131 CHAMPIONNET,44330.0,namas,102.0,4.0,0,309750.0,3037.0,2168.0,47.141596,-1.26443,44212000XN0132
2021-06-04,5803 LES HAUTES OUCHES,44330.0,namas,95.0,3.0,1,160000.0,1684.0,2168.0,47.156966,-1.294573,44212000ZI0028
2021-06-30,6726 LE CREVIS,44330.0,namas,83.0,5.0,0,245000.0,2952.0,2190.0,47.157946,-1.295133,44212000ZI0108
2023-06-09,123 L ANERIE,44330.0,namas,70.0,3.0,1,230000.0,3286.0,2201.0,47.141265,-1.265184,44212000XN0231
2021-02-12,115 L ANERIE,44330.0,namas,148.0,4.0,0,317000.0,2142.0,2219.0,47.141091,-1.265867,44212000XN0141
2025-02-07,5797 LA PETINIERE,44330.0,namas,90.0,4.0,1,245000.0,2722.0,2233.0,47.180981,-1.269378,44212000AI0393
2025-03-21,108 LA PETINIERE,44330.0,namas,97.0,3.0,0,195000.0,2010.0,2245.0,47.180594,-1.273685,44212000AI0426
2023-03-29,160 LA PILOTIERE,44330.0,namas,121.0,5.0,1,200000.0,1653.0,2252.0,47.141115,-1.261204,44212000XN0195
2024-02-15,24 LA PETINIERE,44330.0,namas,76.0,2.0,0,260000.0,3421.0,2259.0,47.180984,-1.271869,44212000AI0416
2024-04-12,5 L ANERIE,44330.0,namas,101.0,4.0,0,230000.0,2277.0,2269.0,47.140633,-1.267029,44212000XN0105
2025-09-12,114 L ANERIE,44330.0,namas,106.0,4.0,0,252000.0,2377.0,2279.0,47.14055,-1.266154,44212000XN0279
2025-09-18,106 BOURGUIGNON,44330.0,namas,130.0,5.0,0,315000.0,2423.0,2280.0,47.15142,-1.293172,44212000WB0105
2021-07-30,110 LA PETINIERE,44330.0,namas,132.0,5.0,1,385000.0,2917.0,2284.0,47.180835,-1.274392,44212000AI0303
2022-02-25,30 LA PETINIERE,44330.0,namas,65.0,3.0,1,160000.0,2462.0,2289.0,47.181241,-1.27205,44212000AI0157
2024-04-05,34 LA PETINIERE,44330.0,namas,77.0,3.0,0,199000.0,2584.0,2294.0,47.181247,-1.272314,44212000AI0299
2021-05-21,40 LA PETINIERE,44330.0,namas,90.0,4.0,0,230000.0,2556.0,2334.0,47.181554,-1.272758,44212000AI0170
2021-06-25,44 LA PETINIERE,44330.0,namas,60.0,3.0,0,162000.0,2700.0,2351.0,47.181675,-1.273037,44212000AI0368
2025-04-23,14 LE BEUGNON,44330.0,namas,47.0,1.0,1,93000.0,1979.0,2366.0,47.14612,-1.24426,44212000XE0115
2021-02-17,204 BOURGUIGNON,44330.0,namas,78.0,4.0,0,259990.0,3333.0,2379.0,47.151126,-1.294422,44212000WE0101
2023-06-05,205 BOURGUIGNON,44330.0,namas,96.0,4.0,0,271000.0,2823.0,2409.0,47.151047,-1.294801,44212000WE0110
2025-01-14,1 LE MOULIN GOHAUD,44330.0,namas,67.0,3.0,0,169600.0,2531.0,2422.0,47.181985,-1.258007,44212000AK0172
2023-09-15,6930 LE PAS,44330.0,namas,155.0,5.0,1,297500.0,1919.0,2427.0,47.163086,-1.298486,44212000ZL0070
2021-03-05,5001 L ECHASSERIE,44330.0,namas,168.0,4.0,0,305000.0,1815.0,2438.0,47.169062,-1.236606,44212000BE0094
2022-10-26,224 BOURGUIGNON,44330.0,namas,169.0,5.0,1,410000.0,2426.0,2459.0,47.151227,-1.295678,44212000WE0125
2022-06-14,10 BONNE FONTAINE,44330.0,namas,126.0,4.0,1,380000.0,3016.0,2484.0,47.161199,-1.299374,44212000ZI0056
2022-11-17,4 LA DEBAUDIERE,44330.0,namas,135.0,5.0,0,329000.0,2437.0,2521.0,47.141033,-1.250899,44212000XD0158
2021-10-28,16 BONNE FONTAINE,44330.0,namas,120.0,6.0,0,250000.0,2083.0,2529.0,47.160728,-1.299971,44212000ZH0159
2025-08-01,102 LE MOULIN GOHAUD,44330.0,namas,115.0,4.0,1,266000.0,2313.0,2564.0,47.183015,-1.256521,44212000AP0436
2023-12-22,102 LE MOULIN GOHAUD,44330.0,namas,115.0,4.0,1,201500.0,1752.0,2564.0,47.183015,-1.256521,44212000AP0436
2025-03-20,3 LA DEBAUDIERE,44330.0,namas,108.0,4.0,1,210000.0,1944.0,2572.0,47.140471,-1.25102,44212000XD0170
2023-10-19,101 LE MOULIN GOHAUD,44330.0,namas,74.0,4.0,1,210000.0,2838.0,2584.0,47.183068,-1.255899,44212000AP0348
