data,adresse,pasto_kodas,tipas,plotas_m2,kambariai,priklausiniai,kaina_eur,eur_m2,atstumas_m,latitude,longitude,sklypas
2025-03-31,99 BD ERNEST DALBY,44000.0,butas,38.0,2.0,1,141000.0,3711.0,434.0,47.221197,-1.530756,44109000CH0478
2022-12-20,20 RUE DU GUE ROBERT,44000.0,butas,35.0,1.0,1,154600.0,4417.0,434.0,47.22113,-1.530513,44109000CH0479
2025-08-20,99 BD ERNEST DALBY,44000.0,butas,35.0,2.0,0,120410.0,3440.0,434.0,47.221197,-1.530756,44109000CH0478
2022-12-12,20 RUE DU GUE ROBERT,44000.0,butas,35.0,1.0,0,110000.0,3143.0,434.0,47.22113,-1.530513,44109000CH0479
2024-12-23,99 BD ERNEST DALBY,44000.0,butas,38.0,2.0,1,137000.0,3605.0,434.0,47.221197,-1.530756,44109000CH0478
2022-05-20,108 BD DE DOULON,44300.0,namas,144.0,6.0,1,874080.0,6070.0,436.0,47.22715,-1.523857,44109000BW0134
2025-07-22,130 BD DE DOULON,44300.0,namas,136.0,6.0,1,761000.0,5596.0,437.0,47.227917,-1.524997,44109000BW0155
2024-12-12,25 RUE EDMOND ROSTAND,44000.0,namas,90.0,5.0,1,450509.0,5006.0,440.0,47.220808,-1.528602,44109000CH0723
2023-03-14,92 BD DE DOULON,44300.0,butas,84.0,4.0,3,306000.0,3643.0,440.0,47.226614,-1.523283,44109000BW0129
2022-03-02,25 RUE EDMOND ROSTAND,44000.0,namas,90.0,5.0,1,450509.0,5006.0,440.0,47.220808,-1.528602,44109000CH0723
2021-11-24,92 BD DE DOULON,44300.0,butas,40.0,2.0,2,171000.0,4275.0,440.0,47.226614,-1.523283,44109000BW0129
2021-08-20,22 RUE EDMOND ROSTAND,44000.0,butas,50.0,3.0,1,145000.0,2900.0,441.0,47.220834,-1.529187,44109000CH0570
2022-08-26,2 AV MILLET,44000.0,butas,53.0,3.0,1,183500.0,3462.0,441.0,47.220834,-1.529187,44109000CH0570
2021-02-12,2 AV MILLET,44000.0,butas,58.0,4.0,0,205000.0,3534.0,441.0,47.220834,-1.529187,44109000CH0570
2024-03-20,2 AV MILLET,44000.0,butas,59.0,4.0,1,175000.0,2966.0,441.0,47.220834,-1.529187,44109000CH0570
2021-09-16,24 RUE EDMOND ROSTAND,44000.0,butas,64.0,3.0,0,259900.0,4061.0,441.0,47.220834,-1.529187,44109000CH0570
2024-12-30,23 RUE FRANCIS DE PRESSENSE,44000.0,namas,240.0,7.0,0,1403890.4,5850.0,441.0,47.223858,-1.522739,44109000CI0757
2022-06-14,22 RUE EDMOND ROSTAND,44000.0,butas,50.0,3.0,0,163370.0,3267.0,441.0,47.220834,-1.529187,44109000CH0570
2025-02-12,24 RUE EDMOND ROSTAND,44000.0,butas,66.0,4.0,1,190000.0,2879.0,441.0,47.220834,-1.529187,44109000CH0570
2025-01-03,5 BD DES POILUS,44300.0,namas,143.0,5.0,0,460000.0,3217.0,442.0,47.228585,-1.526886,44109000BW0087
2022-09-26,27 RUE EDMOND ROSTAND,44000.0,namas,72.0,4.0,1,420000.0,5833.0,445.0,47.22076,-1.52863,44109000CH0868
2024-06-14,56 RUE DES CHALATRES,44000.0,butas,45.0,2.0,2,130000.0,2889.0,447.0,47.22786,-1.532178,44109000BX0526
2021-04-06,7 BD DES POILUS,44300.0,namas,96.0,6.0,0,485000.0,5052.0,447.0,47.22865,-1.526947,44109000BW0084
2023-03-09,56 RUE DES CHALATRES,44000.0,butas,94.0,4.0,2,224250.0,2386.0,447.0,47.22786,-1.532178,44109000BX0526
2023-01-16,56 RUE DES CHALATRES,44000.0,butas,29.0,1.0,2,103100.0,3555.0,447.0,47.22786,-1.532178,44109000BX0526
2025-07-22,8 RUE CHARLES BATAILLE,44300.0,butas,64.0,4.0,1,275000.0,4297.0,447.0,47.22792,-1.524772,44109000BW0153
2024-07-12,56 RUE DES CHALATRES,44000.0,butas,22.0,1.0,2,97500.0,4432.0,447.0,47.22786,-1.532178,44109000BX0526
2023-12-01,56 RUE DES CHALATRES,44000.0,butas,45.0,2.0,2,152000.0,3378.0,447.0,47.22786,-1.532178,44109000BX0526
2025-07-22,8 RUE CHARLES BATAILLE,44300.0,butas,65.0,4.0,1,275000.0,4231.0,447.0,47.22792,-1.524772,44109000BW0153
2021-11-19,56 RUE DES CHALATRES,44000.0,butas,66.0,3.0,2,262000.0,3970.0,447.0,47.22786,-1.532178,44109000BX0526
2024-10-24,56 RUE DES CHALATRES,44000.0,butas,146.0,6.0,4,260000.0,1781.0,447.0,47.22786,-1.532178,44109000BX0526
2022-07-27,27 RUE EDMOND ROSTAND,44000.0,namas,100.0,4.0,0,490000.0,4900.0,451.0,47.220706,-1.528639,44109000CH0869
2023-01-27,9 RUE PARMENTIER,44300.0,namas,175.0,7.0,1,715000.0,4086.0,451.0,47.226865,-1.523327,44109000BW0127
2023-03-21,25 RUE DU GUE ROBERT,44000.0,namas,96.0,4.0,1,500000.0,5208.0,453.0,47.220847,-1.530085,44109000CH0615
2025-10-28,13 RUE PARMENTIER,44300.0,namas,71.0,4.0,1,330000.0,4648.0,455.0,47.227039,-1.523428,44109000BW0125
2022-08-24,6 RUE ARISTIDE HIGNARD,44000.0,namas,95.0,5.0,0,750000.0,7895.0,458.0,47.223168,-1.522835,44109000CI0342
2025-11-20,15 RUE PARMENTIER,44300.0,namas,120.0,4.0,1,438000.0,3650.0,462.0,47.227105,-1.523383,44109000BW0124
2021-02-27,14 RUE DES STOCKS,44000.0,butas,23.0,1.0,0,106000.0,4609.0,464.0,47.221633,-1.532483,44109000CH0878
2022-01-12,14 RUE DES STOCKS,44000.0,butas,30.0,1.0,0,140000.0,4667.0,464.0,47.221633,-1.532483,44109000CH0878
2024-09-27,14 RUE DES STOCKS,44000.0,butas,33.0,1.0,0,122000.0,3697.0,464.0,47.221633,-1.532483,44109000CH0878
2023-04-03,14 RUE DES STOCKS,44000.0,butas,56.0,3.0,1,281000.0,5018.0,464.0,47.221633,-1.532483,44109000CH0878
2023-11-23,14 RUE DES STOCKS,44000.0,butas,32.0,1.0,0,120000.0,3750.0,464.0,47.221633,-1.532483,44109000CH0878
2021-11-10,14 RUE DES STOCKS,44000.0,butas,65.0,3.0,1,255000.0,3923.0,464.0,47.221633,-1.532483,44109000CH0878
2025-11-17,11 BD DES POILUS,44300.0,butas,75.0,4.0,2,225000.0,3000.0,465.0,47.228863,-1.52732,44109000BW0082
2024-04-24,11 BD DES POILUS,44300.0,butas,50.0,2.0,2,175000.0,3500.0,465.0,47.228863,-1.52732,44109000BW0082
2023-07-20,13 BD DES POILUS,44300.0,butas,73.0,4.0,2,292760.0,4010.0,465.0,47.228863,-1.52732,44109000BW0082
2021-07-21,11 BD DES POILUS,44300.0,butas,50.0,2.0,2,180000.0,3600.0,465.0,47.228863,-1.52732,44109000BW0082
2021-12-20,11 BD DES POILUS,44300.0,butas,75.0,4.0,2,240520.0,3207.0,465.0,47.228863,-1.52732,44109000BW0082
2024-04-16,13 BD DES POILUS,44300.0,butas,74.0,4.0,2,260000.0,3514.0,465.0,47.228863,-1.52732,44109000BW0082
2025-04-14,13 BD DES POILUS,44300.0,butas,73.0,4.0,2,262000.0,3589.0,465.0,47.228863,-1.52732,44109000BW0082
2021-10-04,13 BD DES POILUS,44300.0,butas,50.0,2.0,2,150000.0,3000.0,465.0,47.228863,-1.52732,44109000BW0082
2022-03-09,11 BD DES POILUS,44300.0,butas,74.0,4.0,2,265300.0,3585.0,465.0,47.228863,-1.52732,44109000BW0082
2024-07-31,13 BD DES POILUS,44300.0,butas,50.0,2.0,2,126500.0,2530.0,465.0,47.228863,-1.52732,44109000BW0082
2025-12-24,103 BD ERNEST DALBY,44000.0,butas,60.0,3.0,0,138100.0,2302.0,467.0,47.220989,-1.531127,44109000CH0485
2021-12-06,103 BD ERNEST DALBY,44000.0,butas,31.0,2.0,0,139900.0,4513.0,467.0,47.220989,-1.531127,44109000CH0485
2022-07-29,103 BD ERNEST DALBY,44000.0,butas,26.0,2.0,0,92000.0,3538.0,467.0,47.220989,-1.531127,44109000CH0485
2024-09-30,31 RUE EDMOND ROSTAND,44000.0,namas,75.0,5.0,0,291000.0,3880.0,467.0,47.220562,-1.528613,44109000CH0720
2023-06-07,103 BD ERNEST DALBY,44000.0,butas,37.0,2.0,0,141000.0,3811.0,467.0,47.220989,-1.531127,44109000CH0485
2024-11-28,103 BD ERNEST DALBY,44000.0,butas,31.0,2.0,0,83000.0,2677.0,467.0,47.220989,-1.531127,44109000CH0485
2025-01-31,4 RUE DE LA MITRIE,44000.0,butas,106.0,5.0,2,430000.0,4057.0,469.0,47.227477,-1.533161,44109000CD0238
2025-03-31,10 RUE FRANCIS DE PRESSENSE,44000.0,namas,64.0,4.0,1,240000.0,3750.0,470.0,47.224784,-1.522202,44109000CI0091
2024-11-14,3 RUE DES STOCKS,44000.0,butas,34.0,1.0,0,150000.0,4412.0,475.0,47.221369,-1.532245,44109000CH0120
2023-01-04,1 RUE DES STOCKS,44000.0,butas,48.0,2.0,1,185000.0,3854.0,475.0,47.221369,-1.532245,44109000CH0120
2022-01-24,20 RUE CHARLES BATAILLE,44300.0,butas,62.0,3.0,1,240000.0,3871.0,477.0,47.227785,-1.523949,44109000BW0145
2025-06-27,20 RUE CHARLES BATAILLE,44300.0,butas,49.0,2.0,1,172000.0,3510.0,477.0,47.227785,-1.523949,44109000BW0145
2022-09-07,20 RUE CHARLES BATAILLE,44300.0,butas,41.0,2.0,1,165000.0,4024.0,477.0,47.227785,-1.523949,44109000BW0145
2021-04-01,20 RUE CHARLES BATAILLE,44300.0,butas,49.0,2.0,1,191000.0,3898.0,477.0,47.227785,-1.523949,44109000BW0145
2022-06-20,15 RUE FRANCIS DE PRESSENSE,44000.0,namas,148.0,5.0,0,872500.0,5895.0,479.0,47.224221,-1.522132,44109000CI0655
2025-10-24,1 RUE DU CASTERNEAU,44000.0,namas,215.0,7.0,0,650000.0,3023.0,486.0,47.229089,-1.527676,44109000BW0081
2022-10-05,60 RUE DES CHALATRES,44000.0,namas,92.0,4.0,0,395000.0,4293.0,487.0,47.228065,-1.532639,44109000BX0288
2023-04-04,18 RUE ARISTIDE HIGNARD,44000.0,butas,60.0,4.0,1,170000.0,2833.0,490.0,47.222839,-1.522581,44109000CI0339
2025-07-09,18 RUE ARISTIDE HIGNARD,44000.0,butas,59.0,4.0,1,185000.0,3136.0,490.0,47.222839,-1.522581,44109000CI0339
2021-11-24,14 RUE ARISTIDE HIGNARD,44000.0,butas,30.0,2.0,1,128000.0,4267.0,490.0,47.222839,-1.522581,44109000CI0339
2023-07-04,107 BD ERNEST DALBY,44000.0,butas,22.0,2.0,0,82000.0,3727.0,490.0,47.220739,-1.531067,44109000CH0489
2025-09-19,18 RUE ARISTIDE HIGNARD,44000.0,butas,41.0,2.0,1,100000.0,2439.0,490.0,47.222839,-1.522581,44109000CI0339
2023-08-04,14 RUE ARISTIDE HIGNARD,44000.0,butas,55.0,3.0,1,143000.0,2600.0,490.0,47.222839,-1.522581,44109000CI0339
2023-01-09,14 RUE ARISTIDE HIGNARD,44000.0,butas,56.0,3.0,1,115000.0,2054.0,490.0,47.222839,-1.522581,44109000CI0339
2021-12-30,12 RUE ARISTIDE HIGNARD,44000.0,butas,57.0,3.0,1,235000.0,4123.0,490.0,47.222839,-1.522581,44109000CI0339
2023-02-27,107 BD ERNEST DALBY,44000.0,butas,28.0,1.0,1,110000.0,3929.0,490.0,47.220739,-1.531067,44109000CH0489
2024-12-04,14 RUE ARISTIDE HIGNARD,44000.0,butas,56.0,3.0,1,150000.0,2679.0,490.0,47.222839,-1.522581,44109000CI0339
2021-07-22,107 BD ERNEST DALBY,44000.0,butas,58.0,3.0,1,220000.0,3793.0,490.0,47.220739,-1.531067,44109000CH0489
2023-10-06,18 RUE ARISTIDE HIGNARD,44000.0,butas,63.0,4.0,0,150100.0,2383.0,490.0,47.222839,-1.522581,44109000CI0339
2022-08-19,14 RUE ARISTIDE HIGNARD,44000.0,butas,57.0,3.0,1,147000.0,2579.0,490.0,47.222839,-1.522581,44109000CI0339
2022-10-31,2 PL GABRIEL TRARIEUX,44300.0,namas,165.0,6.0,0,850000.0,5152.0,494.0,47.225908,-1.522114,44109000CI0204
2024-03-15,26 RUE DES TROIS ROIS,44000.0,namas,80.0,4.0,1,650000.0,8125.0,496.0,47.229204,-1.528115,44109000BX0174
2023-11-03,10 RUE D ALLONVILLE,44000.0,namas,86.0,4.0,0,420000.0,4884.0,498.0,47.222949,-1.534441,44109000CE0106
2024-04-12,67 BD DE DOULON,44300.0,namas,150.0,6.0,1,984000.0,6560.0,498.0,47.224888,-1.521839,44109000CI0087
2022-08-12,33 RUE DES TROIS ROIS,44000.0,butas,85.0,4.0,2,260335.0,3063.0,504.0,47.229248,-1.52925,44109000BX0577
2022-01-07,27 RUE DES TROIS ROIS,44000.0,butas,76.0,4.0,2,250000.0,3289.0,504.0,47.229248,-1.52925,44109000BX0577
2021-03-11,27 RUE DES TROIS ROIS,44000.0,butas,76.0,4.0,1,207199.7,2726.0,504.0,47.229248,-1.52925,44109000BX0577
2021-03-25,31 RUE DES TROIS ROIS,44000.0,butas,76.0,4.0,1,220830.0,2906.0,504.0,47.229248,-1.52925,44109000BX0577
2022-01-17,29 RUE DES TROIS ROIS,44000.0,butas,76.0,4.0,2,215000.0,2829.0,504.0,47.229248,-1.52925,44109000BX0577
2021-12-08,27 RUE DES TROIS ROIS,44000.0,butas,76.0,4.0,2,250000.0,3289.0,504.0,47.229248,-1.52925,44109000BX0577
2024-12-19,33 RUE DES TROIS ROIS,44000.0,butas,68.0,3.0,2,210000.0,3088.0,504.0,47.229248,-1.52925,44109000BX0577
2021-02-09,33 RUE DES TROIS ROIS,44000.0,butas,78.0,4.0,1,209000.0,2679.0,504.0,47.229248,-1.52925,44109000BX0577
2021-10-08,31 RUE DES TROIS ROIS,44000.0,butas,76.0,4.0,1,224000.0,2947.0,504.0,47.229248,-1.52925,44109000BX0577
2024-03-14,31 RUE DES TROIS ROIS,44000.0,butas,62.0,2.0,2,175100.0,2824.0,504.0,47.229248,-1.52925,44109000BX0577
2022-06-17,27 RUE DES TROIS ROIS,44000.0,butas,76.0,4.0,2,240000.0,3158.0,504.0,47.229248,-1.52925,44109000BX0577
2022-02-22,33 RUE DES TROIS ROIS,44000.0,butas,80.0,4.0,2,215600.0,2695.0,504.0,47.229248,-1.52925,44109000BX0577
2022-12-14,31 RUE DES TROIS ROIS,44000.0,butas,62.0,2.0,2,147000.0,2371.0,504.0,47.229248,-1.52925,44109000BX0577
2021-07-29,33 RUE DES TROIS ROIS,44000.0,butas,32.0,2.0,0,105670.0,3302.0,504.0,47.229248,-1.52925,44109000BX0577
2022-10-28,33 RUE DES TROIS ROIS,44000.0,butas,92.0,5.0,2,310000.0,3370.0,504.0,47.229248,-1.52925,44109000BX0577
2021-06-21,29 RUE DES TROIS ROIS,44000.0,butas,76.0,4.0,2,250000.0,3289.0,504.0,47.229248,-1.52925,44109000BX0577
2025-11-26,27 RUE DES TROIS ROIS,44000.0,butas,76.0,4.0,2,205000.0,2697.0,504.0,47.229248,-1.52925,44109000BX0577
2024-05-30,3 PL GABRIEL TRARIEUX,44300.0,namas,200.0,7.0,0,1450000.0,7250.0,505.0,47.226284,-1.522137,44109000BV0454
2021-12-23,111 BD ERNEST DALBY,44000.0,butas,32.0,1.0,1,170000.0,5312.0,508.0,47.220588,-1.531142,44109000CH0491
2024-02-19,14 BD DES POILUS,44300.0,namas,110.0,5.0,0,435000.0,3955.0,508.0,47.229175,-1.526718,44109000BC0066
2021-04-16,111 BD ERNEST DALBY,44000.0,butas,20.0,1.0,0,87600.0,4380.0,508.0,47.220588,-1.531142,44109000CH0491
2021-09-30,16 BD DES POILUS,44300.0,namas,55.0,3.0,0,300000.0,5455.0,511.0,47.229214,-1.52678,44109000BC0065
2023-11-06,11 RUE ARISTIDE HIGNARD,44000.0,butas,65.0,3.0,2,175000.0,2692.0,513.0,47.223166,-1.522058,44109000CI0121
2025-10-10,124 BD ERNEST DALBY,44000.0,butas,32.0,1.0,1,100000.0,3125.0,514.0,47.220821,-1.531966,44109000CH0113
2021-05-04,124 BD ERNEST DALBY,44000.0,butas,66.0,3.0,1,262000.0,3970.0,514.0,47.220821,-1.531966,44109000CH0113
2021-01-25,18 BD DES POILUS,44300.0,namas,111.0,5.0,0,435000.0,3919.0,515.0,47.229268,-1.526882,44109000BC0064
2022-02-28,113 BD ERNEST DALBY,44000.0,butas,30.0,1.0,1,116000.0,3867.0,517.0,47.220557,-1.531351,44109000CH0492
2021-06-08,113 BD ERNEST DALBY,44000.0,butas,40.0,1.0,0,163000.0,4075.0,517.0,47.220557,-1.531351,44109000CH0492
2024-06-06,113 BD ERNEST DALBY,44000.0,butas,30.0,1.0,0,67500.0,2250.0,517.0,47.220557,-1.531351,44109000CH0492
2024-11-22,49 RUE DES CHALATRES,44000.0,butas,26.0,1.0,1,87000.0,3346.0,518.0,47.227968,-1.533372,44109000CD0343
2022-07-13,6 PL VICTOR RICHARD,44000.0,namas,70.0,5.0,0,524131.0,7488.0,520.0,47.228547,-1.532435,44109000BX0298
2025-02-25,63 RUE D ALLONVILLE,44000.0,butas,66.0,3.0,1,270000.0,4091.0,521.0,47.222141,-1.53414,44109000CH0179
2025-08-19,63 RUE D ALLONVILLE,44000.0,butas,66.0,3.0,1,217329.41,3293.0,521.0,47.222141,-1.53414,44109000CH0179
2024-04-26,63 RUE D ALLONVILLE,44000.0,butas,63.0,3.0,1,180000.0,2857.0,521.0,47.222141,-1.53414,44109000CH0179
2023-05-31,63 RUE D ALLONVILLE,44000.0,butas,66.0,3.0,1,245445.0,3719.0,521.0,47.222141,-1.53414,44109000CH0179
2024-07-29,63 RUE D ALLONVILLE,44000.0,butas,65.0,3.0,1,190000.0,2923.0,521.0,47.222141,-1.53414,44109000CH0179
2023-05-30,63 RUE D ALLONVILLE,44000.0,butas,46.0,2.0,1,245000.0,5326.0,521.0,47.222141,-1.53414,44109000CH0179
2021-07-06,63 RUE D ALLONVILLE,44000.0,butas,66.0,3.0,1,230000.0,3485.0,521.0,47.222141,-1.53414,44109000CH0179
2024-05-29,63 RUE D ALLONVILLE,44000.0,butas,61.0,3.0,0,200000.0,3279.0,521.0,47.222141,-1.53414,44109000CH0179
2021-04-23,63 RUE D ALLONVILLE,44000.0,butas,60.0,3.0,1,250000.0,4167.0,521.0,47.222141,-1.53414,44109000CH0179
2025-02-20,115 BD ERNEST DALBY,44000.0,butas,35.0,3.0,0,95000.0,2714.0,524.0,47.220512,-1.531403,44109000CH0873
2021-08-12,115 BD ERNEST DALBY,44000.0,butas,29.0,1.0,0,109000.0,3759.0,524.0,47.220512,-1.531403,44109000CH0873
2021-08-30,115 BD ERNEST DALBY,44000.0,butas,39.0,1.0,0,132500.0,3397.0,524.0,47.220512,-1.531403,44109000CH0873
2025-06-17,33 RUE PARMENTIER,44300.0,butas,82.0,4.0,1,275000.0,3354.0,525.0,47.22819,-1.523662,44109000BW0117
2021-08-17,1 RUE FRANCIS DE PRESSENSE,44000.0,namas,162.0,8.0,0,659000.0,4068.0,525.0,47.22475,-1.521482,44109000CI0730
2022-03-14,33 RUE PARMENTIER,44300.0,butas,27.0,1.0,1,100150.0,3709.0,525.0,47.22819,-1.523662,44109000BW0117
2025-08-28,12 RTE DE STE-LUCE,44300.0,butas,49.0,2.0,0,141900.0,2896.0,525.0,47.228939,-1.525219,44109000BW0508
2025-12-09,33 RUE PARMENTIER,44300.0,butas,82.0,4.0,2,270000.0,3293.0,525.0,47.22819,-1.523662,44109000BW0117
2023-07-31,3 IMP MINATTE,44000.0,namas,60.0,3.0,1,505000.0,8417.0,525.0,47.224302,-1.521503,44109000CI0145
2021-06-23,33 RUE PARMENTIER,44300.0,butas,82.0,4.0,1,235000.0,2866.0,525.0,47.22819,-1.523662,44109000BW0117
2024-01-11,33 RUE PARMENTIER,44300.0,butas,27.0,1.0,1,126000.0,4667.0,525.0,47.22819,-1.523662,44109000BW0117
2025-12-15,33 RUE PARMENTIER,44300.0,butas,60.0,3.0,1,153000.0,2550.0,525.0,47.22819,-1.523662,44109000BW0117
2022-06-21,33 RUE PARMENTIER,44300.0,butas,82.0,4.0,2,281400.0,3432.0,525.0,47.22819,-1.523662,44109000BW0117
2023-01-03,8 RUE PARMENTIER,44300.0,namas,93.0,4.0,1,723000.0,7774.0,526.0,47.227551,-1.522809,44109000BV0177
2021-08-20,18 RUE D ALLONVILLE,44000.0,namas,189.0,5.0,1,761000.0,4026.0,530.0,47.222746,-1.534772,44109000CE0102
2023-08-03,9 BD MAL LYAUTEY,44000.0,butas,47.0,2.0,2,180000.0,3830.0,531.0,47.220326,-1.531011,44109000CH0503
2021-12-21,9 BD MAL LYAUTEY,44000.0,butas,60.0,3.0,2,197400.0,3290.0,531.0,47.220326,-1.531011,44109000CH0503
2021-03-31,117 BD ERNEST DALBY,44000.0,butas,54.0,2.0,0,195000.0,3611.0,535.0,47.22039,-1.531379,44109000CH0759
2021-07-26,117 BD ERNEST DALBY,44000.0,butas,16.0,1.0,0,72800.0,4550.0,535.0,47.22039,-1.531379,44109000CH0759
2023-01-27,117 BD ERNEST DALBY,44000.0,butas,37.0,2.0,2,144800.0,3914.0,535.0,47.22039,-1.531379,44109000CH0759
2023-10-02,117 BD ERNEST DALBY,44000.0,butas,28.0,1.0,1,110000.0,3929.0,535.0,47.22039,-1.531379,44109000CH0759
2021-05-19,67 RUE D ALLONVILLE,44000.0,butas,57.0,3.0,2,234300.0,4111.0,539.0,47.22228,-1.534545,44109000CH0178
2025-04-07,67 RUE D ALLONVILLE,44000.0,butas,70.0,5.0,1,210000.0,3000.0,539.0,47.22228,-1.534545,44109000CH0178
2021-04-02,7 BD MAL LYAUTEY,44000.0,butas,47.0,2.0,1,169000.0,3596.0,541.0,47.220295,-1.531244,44109000CH0502
2022-07-12,7 BD MAL LYAUTEY,44000.0,butas,63.0,3.0,2,265000.0,4206.0,541.0,47.220295,-1.531244,44109000CH0502
2023-10-26,43 RUE PARMENTIER,44300.0,namas,144.0,7.0,0,578000.0,4014.0,541.0,47.228598,-1.524033,44109000BW0111
2021-06-24,7 BD MAL LYAUTEY,44000.0,butas,63.0,3.0,1,186500.0,2960.0,541.0,47.220295,-1.531244,44109000CH0502
2025-08-25,15 AV LUDOVIC CORMERAIS,44000.0,butas,66.0,3.0,1,295000.0,4470.0,542.0,47.221692,-1.533987,44109000CH0160
2022-01-07,11 AV DES CHALATRES,44000.0,namas,126.0,4.0,0,820000.0,6508.0,544.0,47.22787,-1.533966,44109000CD0230
2021-09-01,20 RTE DE STE-LUCE,44300.0,butas,44.0,2.0,2,170000.0,3864.0,545.0,47.229078,-1.525036,44109000BW0517
2021-01-27,1 RUE DE PLOERMEL,44300.0,namas,96.0,5.0,0,410000.0,4271.0,547.0,47.225244,-1.521218,44109000CI0637
2025-07-31,13 AV LUDOVIC CORMERAIS,44000.0,namas,115.0,5.0,0,530000.0,4609.0,547.0,47.221814,-1.534211,44109000CH0162
2024-02-26,53 RUE DES CHALATRES,44000.0,namas,150.0,5.0,0,682000.0,4547.0,551.0,47.22834,-1.533447,44109000CD0261
2021-04-30,26 RTE DE STE-LUCE,44300.0,butas,62.0,3.0,1,215000.0,3468.0,552.0,47.2291,-1.524888,44109000BW0531
2022-07-01,26 RTE DE STE-LUCE,44300.0,butas,62.0,3.0,2,220000.0,3548.0,552.0,47.2291,-1.524888,44109000BW0531
2025-07-01,26 RTE DE STE-LUCE,44300.0,butas,61.0,3.0,2,185000.0,3033.0,552.0,47.2291,-1.524888,44109000BW0531
2021-06-08,26 RTE DE STE-LUCE,44300.0,butas,40.0,2.0,2,148000.0,3700.0,552.0,47.2291,-1.524888,44109000BW0531
2025-08-20,26 RTE DE STE-LUCE,44300.0,butas,40.0,2.0,1,150000.0,3750.0,552.0,47.2291,-1.524888,44109000BW0531
2022-06-09,26 RTE DE STE-LUCE,44300.0,butas,40.0,2.0,1,150000.0,3750.0,552.0,47.2291,-1.524888,44109000BW0531
2021-12-17,26 RTE DE STE-LUCE,44300.0,butas,40.0,2.0,1,164300.0,4108.0,552.0,47.2291,-1.524888,44109000BW0531
2025-11-17,26 RTE DE STE-LUCE,44300.0,butas,81.0,4.0,2,271428.0,3351.0,552.0,47.2291,-1.524888,44109000BW0531
2025-07-11,11 RUE CORENTIN BOURVEAU,44300.0,butas,53.0,3.0,1,153000.0,2887.0,556.0,47.227435,-1.522211,44109000BV0165
2022-04-01,15 RTE DE STE-LUCE,44300.0,butas,40.0,2.0,1,140650.0,3516.0,559.0,47.229363,-1.525477,44109000BC0553
2022-05-13,15 RTE DE STE-LUCE,44300.0,butas,51.0,3.0,1,155661.0,3052.0,559.0,47.229363,-1.525477,44109000BC0553
2025-05-19,15 RTE DE STE-LUCE,44300.0,butas,40.0,2.0,1,117000.0,2925.0,559.0,47.229363,-1.525477,44109000BC0553
2021-09-29,15 RTE DE STE-LUCE,44300.0,butas,40.0,2.0,1,160000.0,4000.0,559.0,47.229363,-1.525477,44109000BC0553
2024-07-22,15 RTE DE STE-LUCE,44300.0,butas,51.0,3.0,2,150000.0,2941.0,559.0,47.229363,-1.525477,44109000BC0553
2021-09-28,15 RTE DE STE-LUCE,44300.0,butas,40.0,1.0,1,170000.0,4250.0,559.0,47.229363,-1.525477,44109000BC0553
2021-04-12,13 RUE DENIS PAPIN,44000.0,namas,60.0,4.0,0,250000.0,4167.0,561.0,47.223349,-1.521296,44109000CI0587
2021-10-07,134 BD ERNEST DALBY,44000.0,butas,24.0,1.0,0,93100.0,3879.0,562.0,47.220365,-1.532074,44109000CH0109
2021-02-18,134 BD ERNEST DALBY,44000.0,butas,25.0,1.0,0,90000.0,3600.0,562.0,47.220365,-1.532074,44109000CH0109
2022-02-28,134 BD ERNEST DALBY,44000.0,butas,23.0,1.0,0,88100.0,3830.0,562.0,47.220365,-1.532074,44109000CH0109
2023-03-10,134 BD ERNEST DALBY,44000.0,butas,24.0,1.0,0,90000.0,3750.0,562.0,47.220365,-1.532074,44109000CH0109
2021-11-12,134 BD ERNEST DALBY,44000.0,butas,16.0,1.0,0,72600.0,4538.0,562.0,47.220365,-1.532074,44109000CH0109
2024-11-22,134 BD ERNEST DALBY,44000.0,butas,27.0,1.0,1,71000.0,2630.0,562.0,47.220365,-1.532074,44109000CH0109
2021-01-06,134 BD ERNEST DALBY,44000.0,butas,28.0,1.0,0,94000.0,3357.0,562.0,47.220365,-1.532074,44109000CH0109
2022-07-29,58 BD DE DOULON,44300.0,namas,118.0,4.0,0,640000.0,5424.0,563.0,47.224968,-1.520975,44109000CI0166
2023-10-25,3 RUE DU GOIS,44000.0,butas,55.0,2.0,2,151000.0,2745.0,566.0,47.229719,-1.530044,44109000BX0176
2022-01-06,10 RUE ANDRE BAUGE,44000.0,butas,56.0,2.0,2,210000.0,3750.0,566.0,47.229719,-1.530044,44109000BX0176
2024-07-25,3 RUE DU GOIS,44000.0,butas,52.0,2.0,2,134600.0,2588.0,566.0,47.229719,-1.530044,44109000BX0176
2024-07-24,12 RUE ANDRE BAUGE,44000.0,butas,56.0,2.0,2,117000.0,2089.0,566.0,47.229719,-1.530044,44109000BX0176
2021-03-23,10 RUE ANDRE BAUGE,44000.0,butas,53.0,2.0,1,179000.0,3377.0,566.0,47.229719,-1.530044,44109000BX0176
2025-04-11,12 RUE ANDRE BAUGE,44000.0,butas,56.0,2.0,2,116000.0,2071.0,566.0,47.229719,-1.530044,44109000BX0176
2022-12-16,12 RUE ANDRE BAUGE,44000.0,butas,56.0,2.0,2,195000.0,3482.0,566.0,47.229719,-1.530044,44109000BX0176
