data,adresse,pasto_kodas,tipas,plotas_m2,kambariai,priklausiniai,kaina_eur,eur_m2,atstumas_m,latitude,longitude,sklypas
2022-09-22,51 RUE DE LA VILLE EN PIERRE,44000.0,namas,314.0,9.0,1,574004.0,1828.0,0.0,47.224757,-1.528421,44109000CH0276
2021-06-03,53 RUE DE LA VILLE EN PIERRE,44000.0,namas,102.0,5.0,0,524553.0,5143.0,19.0,47.224807,-1.528662,44109000CH0275
2022-07-29,49 RUE DE LA VILLE EN PIERRE,44000.0,namas,163.0,8.0,1,531460.0,3260.0,20.0,47.22474,-1.528158,44109000CH0277
2021-08-18,53 RUE DE LA VILLE EN PIERRE,44000.0,namas,102.0,5.0,0,588403.0,5769.0,31.0,47.224848,-1.528814,44109000CH0274
2022-03-17,2 RUE STEPHENSON,44000.0,namas,109.0,5.0,1,583657.0,5355.0,32.0,47.224705,-1.528,44109000CH0925
2021-09-22,47 RUE DE LA VILLE EN PIERRE,44000.0,namas,116.0,7.0,0,602638.0,5195.0,42.0,47.224807,-1.527872,44109000CH0928
2021-01-11,10 RUE STEPHENSON,44000.0,namas,86.0,4.0,0,525000.0,6105.0,54.0,47.22428,-1.528321,44109000CH0272
2021-04-30,82 RUE DE LA VILLE EN PIERRE,44000.0,butas,246.0,7.0,0,720000.0,2927.0,59.0,47.225132,-1.528974,44109000BW0562
2023-05-09,3 RUE ETIENNE LARCHEY,44000.0,namas,100.0,6.0,0,509850.0,5098.0,64.0,47.225288,-1.528087,44109000BW0219
2021-10-29,41 BD ERNEST DALBY,44000.0,butas,39.0,1.0,2,100000.0,2564.0,67.0,47.224744,-1.529302,44109000CH0251
2021-03-08,6 RUE ETIENNE LARCHEY,44000.0,namas,220.0,4.0,0,815000.0,3705.0,67.0,47.225359,-1.528494,44109000BW0204
2021-11-05,41 BD ERNEST DALBY,44000.0,butas,39.0,1.0,1,139000.0,3564.0,67.0,47.224744,-1.529302,44109000CH0251
2021-10-27,41 BD ERNEST DALBY,44000.0,butas,27.0,1.0,2,100000.0,3704.0,67.0,47.224744,-1.529302,44109000CH0251
2024-06-10,12 RUE STEPHENSON,44000.0,namas,81.0,3.0,1,365000.0,4506.0,67.0,47.224158,-1.528433,44109000CH0271
2023-09-22,14 RUE STEPHENSON,44000.0,butas,29.0,1.0,1,100000.0,3448.0,76.0,47.224092,-1.528657,44109000CH0270
2021-06-25,13 RUE STEPHENSON,44000.0,namas,210.0,7.0,0,910000.0,4333.0,76.0,47.224168,-1.527906,44109000CH0305
2024-12-13,37 BD ERNEST DALBY,44000.0,butas,93.0,4.0,1,305000.0,3280.0,76.0,47.225224,-1.529157,44109000BW0199
2022-07-05,14 RUE STEPHENSON,44000.0,butas,35.0,1.0,1,96000.0,2743.0,76.0,47.224092,-1.528657,44109000CH0270
2022-07-06,47 BD ERNEST DALBY,44000.0,butas,18.0,1.0,0,140000.0,7778.0,78.0,47.22448,-1.529372,44109000CH0254
2023-02-02,47 BD ERNEST DALBY,44000.0,butas,71.0,3.0,0,176968.0,2493.0,78.0,47.22448,-1.529372,44109000CH0254
2023-11-28,47 BD ERNEST DALBY,44000.0,butas,22.0,1.0,1,72000.0,3273.0,78.0,47.22448,-1.529372,44109000CH0254
2025-11-17,47 BD ERNEST DALBY,44000.0,butas,71.0,3.0,0,228600.0,3220.0,78.0,47.22448,-1.529372,44109000CH0254
2021-06-09,47 BD ERNEST DALBY,44000.0,butas,71.0,3.0,1,215000.0,3028.0,78.0,47.22448,-1.529372,44109000CH0254
2021-04-22,62 RUE DE LA VILLE EN PIERRE,44000.0,butas,30.0,2.0,0,150000.0,5000.0,82.0,47.225004,-1.527406,44109000BW0532
2021-09-29,2 RUE CHAMPENOIS,44000.0,butas,25.0,1.0,0,117000.0,4680.0,82.0,47.225004,-1.527406,44109000BW0532
2024-05-22,62 RUE DE LA VILLE EN PIERRE,44000.0,butas,30.0,2.0,0,98000.0,3267.0,82.0,47.225004,-1.527406,44109000BW0532
2024-12-06,49 BD ERNEST DALBY,44000.0,butas,46.0,2.0,1,77500.0,1685.0,85.0,47.224234,-1.529237,44109000CH0911
2021-09-14,49 BD ERNEST DALBY,44000.0,butas,46.0,2.0,1,84100.0,1828.0,85.0,47.224234,-1.529237,44109000CH0911
2024-12-05,49 BD ERNEST DALBY,44000.0,butas,69.0,3.0,1,124400.0,1803.0,85.0,47.224234,-1.529237,44109000CH0911
2021-08-31,49 BD ERNEST DALBY,44000.0,butas,69.0,3.0,1,119700.0,1735.0,85.0,47.224234,-1.529237,44109000CH0911
2023-03-15,49 BD ERNEST DALBY,44000.0,butas,47.0,2.0,1,100000.0,2128.0,85.0,47.224234,-1.529237,44109000CH0911
2022-08-17,49 BD ERNEST DALBY,44000.0,butas,46.0,2.0,1,197000.0,4283.0,85.0,47.224234,-1.529237,44109000CH0911
2023-02-09,49 BD ERNEST DALBY,44000.0,butas,69.0,3.0,1,235000.0,3406.0,85.0,47.224234,-1.529237,44109000CH0911
2021-01-20,49 BD ERNEST DALBY,44000.0,butas,47.0,2.0,0,146261.0,3112.0,85.0,47.224234,-1.529237,44109000CH0911
2023-01-25,49 BD ERNEST DALBY,44000.0,butas,46.0,2.0,1,187000.0,4065.0,85.0,47.224234,-1.529237,44109000CH0911
2023-07-07,49 BD ERNEST DALBY,44000.0,butas,69.0,3.0,1,218500.0,3167.0,85.0,47.224234,-1.529237,44109000CH0911
2022-07-28,49 BD ERNEST DALBY,44000.0,butas,69.0,3.0,1,230000.0,3333.0,85.0,47.224234,-1.529237,44109000CH0911
2023-01-09,49 BD ERNEST DALBY,44000.0,butas,46.0,2.0,1,197000.0,4283.0,85.0,47.224234,-1.529237,44109000CH0911
2024-05-21,49 BD ERNEST DALBY,44000.0,butas,69.0,3.0,1,235000.0,3406.0,85.0,47.224234,-1.529237,44109000CH0911
2023-01-09,49 BD ERNEST DALBY,44000.0,butas,69.0,3.0,1,139300.0,2019.0,85.0,47.224234,-1.529237,44109000CH0911
2022-08-31,16 RUE STEPHENSON,44000.0,butas,69.0,3.0,1,236000.0,3420.0,87.0,47.223995,-1.528702,44109000CH0269
2023-09-15,16 RUE STEPHENSON,44000.0,butas,45.0,2.0,1,150000.0,3333.0,87.0,47.223995,-1.528702,44109000CH0269
2023-09-29,16 RUE STEPHENSON,44000.0,butas,62.0,3.0,1,190000.0,3065.0,87.0,47.223995,-1.528702,44109000CH0269
2025-11-26,33 BD ERNEST DALBY,44000.0,butas,39.0,2.0,1,118000.0,3026.0,99.0,47.225592,-1.528869,44109000BW0197
2022-01-27,61 RUE DE LA VILLE EN PIERRE,44000.0,butas,53.0,2.0,1,154800.0,2921.0,103.0,47.224902,-1.529769,44109000CH0245
2025-10-02,61 RUE DE LA VILLE EN PIERRE,44000.0,butas,43.0,2.0,1,104500.0,2430.0,103.0,47.224902,-1.529769,44109000CH0245
2025-08-12,61 RUE DE LA VILLE EN PIERRE,44000.0,butas,57.0,2.0,1,153000.0,2684.0,103.0,47.224902,-1.529769,44109000CH0245
2025-07-02,52 BD ERNEST DALBY,44000.0,butas,56.0,2.0,1,140000.0,2500.0,106.0,47.225226,-1.529637,44109000BW0027
2025-03-20,52 BD ERNEST DALBY,44000.0,butas,61.0,3.0,1,145000.0,2377.0,106.0,47.225226,-1.529637,44109000BW0027
2024-12-06,52 BD ERNEST DALBY,44000.0,butas,31.0,1.0,1,78000.0,2516.0,106.0,47.225226,-1.529637,44109000BW0027
2025-09-10,18 RUE STEPHENSON,44000.0,butas,73.0,3.0,0,335000.0,4589.0,106.0,47.223842,-1.528787,44109000CH0268
2025-01-30,52 BD ERNEST DALBY,44000.0,butas,71.0,3.0,1,145500.0,2049.0,106.0,47.225226,-1.529637,44109000BW0027
2024-07-22,52 BD ERNEST DALBY,44000.0,butas,59.0,3.0,0,145000.0,2458.0,106.0,47.225226,-1.529637,44109000BW0027
2024-08-05,52 BD ERNEST DALBY,44000.0,butas,48.0,2.0,0,135000.0,2812.0,106.0,47.225226,-1.529637,44109000BW0027
2024-04-25,9 RUE ETIENNE LARCHEY,44000.0,namas,82.0,5.0,1,374000.0,4561.0,110.0,47.225652,-1.527794,44109000BW0214
2021-05-03,48 BD ERNEST DALBY,44000.0,butas,20.0,1.0,1,137000.0,6850.0,115.0,47.225386,-1.52962,44109000BW0544
2021-06-01,48 BD ERNEST DALBY,44000.0,butas,25.0,2.0,1,120000.0,4800.0,115.0,47.225386,-1.52962,44109000BW0544
2023-02-10,48 BD ERNEST DALBY,44000.0,butas,30.0,1.0,1,123500.0,4117.0,115.0,47.225386,-1.52962,44109000BW0544
2023-04-25,48 BD ERNEST DALBY,44000.0,butas,21.0,1.0,1,108000.0,5143.0,115.0,47.225386,-1.52962,44109000BW0544
2025-02-25,48 BD ERNEST DALBY,44000.0,butas,20.0,1.0,0,78000.0,3900.0,115.0,47.225386,-1.52962,44109000BW0544
2025-10-10,48 BD ERNEST DALBY,44000.0,butas,21.0,1.0,1,95000.0,4524.0,115.0,47.225386,-1.52962,44109000BW0544
2021-09-01,46 BD ERNEST DALBY,44000.0,butas,49.0,3.0,1,155000.0,3163.0,120.0,47.225587,-1.52944,44109000BW0030
2021-04-09,3 IMP ANTOINE FRANCAIS,44000.0,butas,73.0,3.0,0,310000.0,4247.0,121.0,47.223871,-1.527486,44109000CH0889
2025-01-23,60 BD ERNEST DALBY,44000.0,butas,36.0,2.0,1,111500.0,3097.0,124.0,47.224697,-1.530061,44109000CH0240
2021-08-03,60 BD ERNEST DALBY,44000.0,butas,32.0,2.0,1,139000.0,4344.0,124.0,47.224697,-1.530061,44109000CH0240
2024-04-05,60 BD ERNEST DALBY,44000.0,butas,59.0,3.0,1,162100.0,2747.0,124.0,47.224697,-1.530061,44109000CH0240
2021-01-11,60 BD ERNEST DALBY,44000.0,butas,32.0,2.0,0,95000.0,2969.0,124.0,47.224697,-1.530061,44109000CH0240
2022-01-31,8 RUE ANTOINE FRANCAIS,44000.0,namas,43.0,2.0,0,162500.0,3779.0,125.0,47.223792,-1.527586,44109000CH0312
2022-05-02,56 RUE DE LA VILLE EN PIERRE,44000.0,namas,100.0,4.0,1,652000.0,6520.0,127.0,47.225052,-1.5268,44109000BW0330
2024-06-17,11 RUE ANTOINE FRANCAIS,44000.0,namas,154.0,5.0,1,628000.0,4078.0,129.0,47.223625,-1.528076,44109000CH0329
2021-04-12,27 BD ERNEST DALBY,44000.0,namas,58.0,4.0,0,300000.0,5172.0,132.0,47.225912,-1.528796,44109000BW0194
2023-10-11,96 RUE DE LA VILLE EN PIERRE,44000.0,namas,130.0,7.0,0,442337.0,3403.0,132.0,47.225321,-1.52995,44109000BW0024
2025-02-06,7 RUE HONORE BROUTELLE,44000.0,butas,92.0,4.0,1,335000.0,3641.0,133.0,47.225622,-1.529636,44109000BW0536
2021-03-24,9002 RUE ANTOINE FRANCAIS,44000.0,butas,28.0,1.0,0,90000.0,3214.0,133.0,47.223978,-1.527093,44109000CH0317
2025-03-11,8 IMP ANTOINE FRANCAIS,44000.0,butas,36.0,2.0,0,95000.0,2639.0,133.0,47.223978,-1.527093,44109000CH0317
2022-02-16,7 RUE HONORE BROUTELLE,44000.0,butas,28.0,1.0,0,116000.0,4143.0,133.0,47.225622,-1.529636,44109000BW0536
2021-09-01,8 RUE HONORE BROUTELLE,44000.0,butas,72.0,1.0,2,240000.0,3333.0,136.0,47.22577,-1.529415,44109000BW0031
2024-12-13,12 RUE HONORE BROUTELLE,44000.0,butas,61.0,4.0,1,121500.0,1992.0,136.0,47.22577,-1.529415,44109000BW0031
2024-01-30,6 RUE HONORE BROUTELLE,44000.0,butas,56.0,3.0,1,122500.0,2188.0,136.0,47.22577,-1.529415,44109000BW0031
2024-10-10,12 RUE HONORE BROUTELLE,44000.0,butas,50.0,3.0,1,121100.0,2422.0,136.0,47.22577,-1.529415,44109000BW0031
2021-01-26,12 RUE HONORE BROUTELLE,44000.0,butas,60.0,4.0,0,148500.0,2475.0,136.0,47.22577,-1.529415,44109000BW0031
2025-04-07,6 RUE HONORE BROUTELLE,44000.0,butas,61.0,4.0,1,190100.0,3116.0,136.0,47.22577,-1.529415,44109000BW0031
2022-02-25,8 RUE HONORE BROUTELLE,44000.0,butas,52.0,3.0,2,135000.0,2596.0,136.0,47.22577,-1.529415,44109000BW0031
2022-05-06,12 RUE HONORE BROUTELLE,44000.0,butas,61.0,4.0,1,220000.0,3607.0,136.0,47.22577,-1.529415,44109000BW0031
2021-03-24,12 RUE HONORE BROUTELLE,44000.0,butas,60.0,4.0,0,170000.0,2833.0,136.0,47.22577,-1.529415,44109000BW0031
2021-03-18,44 BD ERNEST DALBY,44000.0,butas,57.0,3.0,1,215000.0,3772.0,136.0,47.22577,-1.529415,44109000BW0031
2023-10-31,42 BD ERNEST DALBY,44000.0,butas,63.0,3.0,2,210000.0,3333.0,136.0,47.22577,-1.529415,44109000BW0031
2023-12-06,12 RUE HONORE BROUTELLE,44000.0,butas,51.0,3.0,2,170100.0,3335.0,136.0,47.22577,-1.529415,44109000BW0031
2022-07-26,12 RUE HONORE BROUTELLE,44000.0,butas,53.0,3.0,1,173000.0,3264.0,136.0,47.22577,-1.529415,44109000BW0031
2025-02-24,8 RUE HONORE BROUTELLE,44000.0,butas,41.0,2.0,0,129000.0,3146.0,136.0,47.22577,-1.529415,44109000BW0031
2025-04-17,12 RUE HONORE BROUTELLE,44000.0,butas,62.0,4.0,2,126000.0,2032.0,136.0,47.22577,-1.529415,44109000BW0031
2025-03-18,12 RUE HONORE BROUTELLE,44000.0,butas,54.0,3.0,2,126000.0,2333.0,136.0,47.22577,-1.529415,44109000BW0031
2024-12-26,12 RUE HONORE BROUTELLE,44000.0,butas,53.0,3.0,2,140000.0,2642.0,136.0,47.22577,-1.529415,44109000BW0031
2021-06-24,12 RUE HONORE BROUTELLE,44000.0,butas,51.0,3.0,1,165000.0,3235.0,136.0,47.22577,-1.529415,44109000BW0031
2023-08-21,12 RUE HONORE BROUTELLE,44000.0,butas,53.0,3.0,2,115000.0,2170.0,136.0,47.22577,-1.529415,44109000BW0031
2022-09-22,12 RUE HONORE BROUTELLE,44000.0,butas,53.0,3.0,2,145000.0,2736.0,136.0,47.22577,-1.529415,44109000BW0031
2023-11-10,12 RUE HONORE BROUTELLE,44000.0,butas,61.0,4.0,1,150000.0,2459.0,136.0,47.22577,-1.529415,44109000BW0031
2022-12-09,12 RUE HONORE BROUTELLE,44000.0,butas,54.0,3.0,2,150000.0,2778.0,136.0,47.22577,-1.529415,44109000BW0031
2022-11-09,12 RUE HONORE BROUTELLE,44000.0,butas,54.0,3.0,1,155000.0,2870.0,136.0,47.22577,-1.529415,44109000BW0031
2022-10-25,12 RUE HONORE BROUTELLE,44000.0,butas,61.0,4.0,1,125240.0,2053.0,136.0,47.22577,-1.529415,44109000BW0031
2022-01-19,12 RUE HONORE BROUTELLE,44000.0,butas,55.0,3.0,2,170000.0,3091.0,136.0,47.22577,-1.529415,44109000BW0031
2024-02-12,12 RUE HONORE BROUTELLE,44000.0,butas,51.0,3.0,2,151000.0,2961.0,136.0,47.22577,-1.529415,44109000BW0031
2025-06-16,12 RUE HONORE BROUTELLE,44000.0,butas,52.0,3.0,2,212000.0,4077.0,136.0,47.22577,-1.529415,44109000BW0031
2023-01-20,12 RUE HONORE BROUTELLE,44000.0,butas,53.0,3.0,2,171000.0,3226.0,136.0,47.22577,-1.529415,44109000BW0031
2021-10-19,6 RUE HONORE BROUTELLE,44000.0,butas,64.0,4.0,2,216000.0,3375.0,136.0,47.22577,-1.529415,44109000BW0031
2022-12-19,12 RUE HONORE BROUTELLE,44000.0,butas,61.0,4.0,1,177500.0,2910.0,136.0,47.22577,-1.529415,44109000BW0031
2023-01-10,12 RUE HONORE BROUTELLE,44000.0,butas,53.0,3.0,1,155000.0,2925.0,136.0,47.22577,-1.529415,44109000BW0031
2023-06-30,12 RUE HONORE BROUTELLE,44000.0,butas,61.0,4.0,2,135000.0,2213.0,136.0,47.22577,-1.529415,44109000BW0031
2024-03-26,12 RUE HONORE BROUTELLE,44000.0,butas,53.0,3.0,1,100000.0,1887.0,136.0,47.22577,-1.529415,44109000BW0031
2022-06-07,12 RUE HONORE BROUTELLE,44000.0,butas,62.0,4.0,2,175000.0,2823.0,136.0,47.22577,-1.529415,44109000BW0031
2022-01-07,12 RUE HONORE BROUTELLE,44000.0,butas,62.0,4.0,2,205001.0,3306.0,136.0,47.22577,-1.529415,44109000BW0031
2022-12-14,12 RUE HONORE BROUTELLE,44000.0,butas,52.0,3.0,2,200000.0,3846.0,136.0,47.22577,-1.529415,44109000BW0031
2021-02-12,6 RUE HONORE BROUTELLE,44000.0,butas,56.0,3.0,1,187480.0,3348.0,136.0,47.22577,-1.529415,44109000BW0031
2023-04-13,12 RUE HONORE BROUTELLE,44000.0,butas,55.0,3.0,2,170000.0,3091.0,136.0,47.22577,-1.529415,44109000BW0031
2021-06-02,12 RUE HONORE BROUTELLE,44000.0,butas,62.0,4.0,1,178000.0,2871.0,136.0,47.22577,-1.529415,44109000BW0031
2022-03-21,12 RUE HONORE BROUTELLE,44000.0,butas,50.0,3.0,2,165000.0,3300.0,136.0,47.22577,-1.529415,44109000BW0031
2025-07-11,12 RUE HONORE BROUTELLE,44000.0,butas,50.0,3.0,2,135000.0,2700.0,136.0,47.22577,-1.529415,44109000BW0031
2021-04-23,44 BD ERNEST DALBY,44000.0,butas,68.0,3.0,1,242000.0,3559.0,136.0,47.22577,-1.529415,44109000BW0031
2023-10-16,2 IMP ANTOINE FRANCAIS,44000.0,butas,28.0,1.0,0,60500.0,2161.0,137.0,47.223803,-1.527269,44109000CH0706
2024-03-18,2 IMP ANTOINE FRANCAIS,44000.0,butas,28.0,1.0,0,119524.0,4269.0,137.0,47.223803,-1.527269,44109000CH0706
2022-06-08,2 IMP ANTOINE FRANCAIS,44000.0,butas,52.0,2.0,0,123000.0,2365.0,137.0,47.223803,-1.527269,44109000CH0706
2021-07-26,4 RUE ANTOINE FRANCAIS,44000.0,butas,32.0,1.0,1,115000.0,3594.0,140.0,47.223847,-1.527136,44109000CH0315
2023-04-14,10 RUE CHAMPENOIS,44000.0,namas,90.0,4.0,1,420000.0,4667.0,141.0,47.225567,-1.526988,44109000BW0324
2023-05-26,2 RUE ANTOINE FRANCAIS,44000.0,butas,56.0,3.0,1,219000.0,3911.0,152.0,47.223781,-1.527008,44109000CH0316
2024-07-01,2 RUE ANTOINE FRANCAIS,44000.0,namas,32.0,1.0,0,84150.0,2630.0,152.0,47.223781,-1.527008,44109000CH0316
2022-09-09,69 RUE DE LA VILLE EN PIERRE,44000.0,butas,29.0,2.0,2,128000.0,4414.0,154.0,47.224923,-1.530441,44109000CH0242
2022-03-02,1 RUE D ALLONVILLE,44000.0,butas,42.0,2.0,1,155000.0,3690.0,154.0,47.224923,-1.530441,44109000CH0242
2021-06-01,69 RUE DE LA VILLE EN PIERRE,44000.0,butas,39.0,2.0,0,145000.0,3718.0,154.0,47.224923,-1.530441,44109000CH0242
2023-10-10,1 RUE ANTOINE FRANCAIS,44000.0,namas,64.0,3.0,0,285000.0,4453.0,154.0,47.223586,-1.52733,44109000CH0323
2025-08-26,67 RUE DE LA VILLE EN PIERRE,44000.0,butas,38.0,2.0,1,127000.0,3342.0,154.0,47.224923,-1.530441,44109000CH0242
2023-03-27,1 RUE D ALLONVILLE,44000.0,butas,21.0,1.0,2,75000.0,3571.0,154.0,47.224923,-1.530441,44109000CH0242
2023-08-28,1 RUE D ALLONVILLE,44000.0,butas,34.0,1.0,1,120000.0,3529.0,154.0,47.224923,-1.530441,44109000CH0242
2025-07-28,25 BD ERNEST DALBY,44000.0,butas,48.0,2.0,1,160000.0,3333.0,155.0,47.226147,-1.528623,44109000BW0191
2025-03-10,28 RUE STEPHENSON,44000.0,butas,45.0,3.0,1,150100.0,3336.0,157.0,47.22342,-1.529081,44109000CH0263
2022-07-20,74 RUE FRANCIS DE PRESSENSE,44000.0,butas,32.0,1.0,1,112750.0,3523.0,167.0,47.223893,-1.526619,44109000CH0320
2025-12-19,100 RUE FRANCIS DE PRESSENSE,44000.0,butas,47.0,3.0,1,148000.0,3149.0,168.0,47.223248,-1.528545,44109000CH0341
2022-06-30,100 RUE FRANCIS DE PRESSENSE,44000.0,butas,32.0,1.0,1,140000.0,4375.0,168.0,47.223248,-1.528545,44109000CH0341
2022-09-02,2 RUE GAL HAXO,44000.0,butas,30.0,1.0,1,88000.0,2933.0,170.0,47.225996,-1.527096,44109000BW0229
2021-05-20,6 RUE BERTHELOT,44000.0,butas,32.0,2.0,0,162000.0,5062.0,170.0,47.224729,-1.526168,44109000CI0487
2021-10-26,6 RUE BERTHELOT,44000.0,butas,36.0,1.0,1,99000.0,2750.0,170.0,47.224729,-1.526168,44109000CI0487
2022-07-04,4 RUE BERTHELOT,44000.0,namas,121.0,6.0,0,508000.0,4198.0,171.0,47.224503,-1.526185,44109000CI0535
2024-07-11,1 PL 11EME TRAIN DES EQUIPAGES,44000.0,namas,111.0,5.0,0,580000.0,5225.0,178.0,47.225418,-1.530569,44109000BW0565
2024-11-21,26 RUE HONORE BROUTELLE,44000.0,butas,35.0,1.0,1,99150.0,2833.0,179.0,47.225592,-1.530444,44109000BW0016
2022-05-30,104 RUE FRANCIS DE PRESSENSE,44000.0,butas,40.0,2.0,0,142056.0,3551.0,180.0,47.223157,-1.528807,44109000CH0342
2025-08-18,104 RUE FRANCIS DE PRESSENSE,44000.0,butas,35.0,1.0,1,113500.0,3243.0,180.0,47.223157,-1.528807,44109000CH0342
2023-12-14,102 RUE FRANCIS DE PRESSENSE,44000.0,butas,22.0,1.0,1,94000.0,4273.0,180.0,47.223157,-1.528807,44109000CH0342
2024-08-28,102 RUE FRANCIS DE PRESSENSE,44000.0,butas,47.0,2.0,1,179500.0,3819.0,180.0,47.223157,-1.528807,44109000CH0342
2025-01-27,104 RUE FRANCIS DE PRESSENSE,44000.0,butas,17.0,1.0,0,65000.0,3824.0,180.0,47.223157,-1.528807,44109000CH0342
2021-04-12,102 RUE FRANCIS DE PRESSENSE,44000.0,butas,38.0,2.0,0,129500.0,3408.0,180.0,47.223157,-1.528807,44109000CH0342
2023-01-20,102 RUE FRANCIS DE PRESSENSE,44000.0,butas,21.0,1.0,0,94000.0,4476.0,180.0,47.223157,-1.528807,44109000CH0342
2025-12-10,102 RUE FRANCIS DE PRESSENSE,44000.0,butas,38.0,2.0,1,128000.0,3368.0,180.0,47.223157,-1.528807,44109000CH0342
2024-06-24,104 RUE FRANCIS DE PRESSENSE,44000.0,butas,78.0,4.0,1,165000.0,2115.0,180.0,47.223157,-1.528807,44109000CH0342
2023-12-11,73 RUE FRANCIS DE PRESSENSE,44000.0,butas,28.0,1.0,0,73000.0,2607.0,188.0,47.223485,-1.52678,44109000CH0362
2022-07-06,73 RUE FRANCIS DE PRESSENSE,44000.0,butas,42.0,2.0,1,136000.0,3238.0,188.0,47.223485,-1.52678,44109000CH0362
2023-01-27,73 RUE FRANCIS DE PRESSENSE,44000.0,butas,30.0,1.0,1,90000.0,3000.0,188.0,47.223485,-1.52678,44109000CH0362
2025-01-03,68 BD ERNEST DALBY,44000.0,butas,94.0,4.0,1,342000.0,3638.0,189.0,47.223891,-1.53057,44109000CH0236
2023-07-20,68 BD ERNEST DALBY,44000.0,butas,28.0,1.0,1,100500.0,3589.0,189.0,47.223891,-1.53057,44109000CH0236
2025-03-24,68 BD ERNEST DALBY,44000.0,butas,33.0,1.0,1,90000.0,2727.0,189.0,47.223891,-1.53057,44109000CH0236
2022-07-28,72 BD ERNEST DALBY,44000.0,butas,70.0,3.0,1,297000.0,4243.0,189.0,47.223891,-1.53057,44109000CH0236
2022-11-29,72 BD ERNEST DALBY,44000.0,butas,21.0,1.0,1,78500.0,3738.0,189.0,47.223891,-1.53057,44109000CH0236
2022-12-30,72 BD ERNEST DALBY,44000.0,butas,35.0,1.0,1,112000.0,3200.0,189.0,47.223891,-1.53057,44109000CH0236
2022-12-21,68 BD ERNEST DALBY,44000.0,butas,33.0,2.0,0,130000.0,3939.0,189.0,47.223891,-1.53057,44109000CH0236
2022-06-30,68 BD ERNEST DALBY,44000.0,butas,33.0,2.0,0,90000.0,2727.0,189.0,47.223891,-1.53057,44109000CH0236
2021-11-12,72 BD ERNEST DALBY,44000.0,butas,28.0,1.0,0,141000.0,5036.0,189.0,47.223891,-1.53057,44109000CH0236
2022-05-04,68 BD ERNEST DALBY,44000.0,butas,46.0,2.0,1,145000.0,3152.0,189.0,47.223891,-1.53057,44109000CH0236
2022-01-07,89 RUE FRANCIS DE PRESSENSE,44000.0,namas,58.0,3.0,1,377023.0,6500.0,192.0,47.223055,-1.527992,44109000CH0352
2021-02-17,5 RUE JEAN BAPTISTE BARRE,44000.0,butas,43.0,2.0,1,170000.0,3953.0,197.0,47.223124,-1.527414,44109000CH0844
2021-11-22,19 BD ERNEST DALBY,44000.0,butas,36.0,2.0,1,155000.0,4306.0,199.0,47.226542,-1.528459,44109000BW0183
2023-04-07,19 RUE GEN DE CASTELNAU,44000.0,namas,114.0,5.0,0,534000.0,4684.0,204.0,47.223258,-1.526871,44109000CH0662
2025-01-10,33 RUE STEPHENSON,44000.0,butas,55.0,3.0,0,265000.0,4818.0,205.0,47.222973,-1.529083,44109000CH0575
2022-11-25,33 RUE STEPHENSON,44000.0,butas,55.0,3.0,0,260000.0,4727.0,205.0,47.222973,-1.529083,44109000CH0575
2025-07-07,74 BD ERNEST DALBY,44000.0,butas,30.0,1.0,0,78000.0,2600.0,206.0,47.223489,-1.530399,44109000CH0235
2023-02-23,66 RUE FRANCIS DE PRESSENSE,44000.0,butas,84.0,4.0,1,425000.0,5060.0,206.0,47.224281,-1.525793,44109000CI0681
2021-10-04,74 BD ERNEST DALBY,44000.0,butas,34.0,2.0,1,125000.0,3676.0,206.0,47.223489,-1.530399,44109000CH0235
2025-06-27,7 RUE JEAN BAPTISTE BARRE,44000.0,butas,67.0,3.0,2,252600.0,3770.0,206.0,47.222999,-1.527591,44109000CH0354
2024-06-05,7 RUE JEAN BAPTISTE BARRE,44000.0,butas,67.0,3.0,1,197160.0,2943.0,206.0,47.222999,-1.527591,44109000CH0354
2021-12-30,7 RUE JEAN BAPTISTE BARRE,44000.0,butas,66.0,3.0,2,186500.0,2826.0,206.0,47.222999,-1.527591,44109000CH0354
2023-03-28,2 RUE HONORE BROUTELLE,44000.0,butas,51.0,3.0,1,192000.0,3765.0,207.0,47.226559,-1.529116,44109000BW0048
2024-05-23,26 BD ERNEST DALBY,44000.0,namas,126.0,7.0,0,318000.0,2524.0,208.0,47.226584,-1.528973,44109000BW0049
2021-07-08,26 RUE ETIENNE LARCHEY,44000.0,namas,115.0,5.0,1,525000.0,4565.0,208.0,47.226584,-1.527829,44109000BW0386
2024-06-04,3 RUE LOUIS MEKARSKI,44000.0,namas,151.0,7.0,0,510000.0,3377.0,209.0,47.223016,-1.529461,44109000CH0430
2022-07-12,63 RUE FRANCIS DE PRESSENSE,44000.0,namas,177.0,9.0,1,1100000.0,6215.0,209.0,47.223615,-1.526221,44109000CI0454
2025-05-28,1 PL DU RALLIEMENT,44000.0,butas,45.0,1.0,0,143500.0,3189.0,209.0,47.222889,-1.528746,44109000CH0343
2022-05-25,22 RUE CHAMPENOIS,44000.0,namas,90.0,4.0,1,320000.0,3556.0,210.0,47.225848,-1.526154,44109000BW0417
2021-08-04,17 RUE GEN DE CASTELNAU,44000.0,namas,155.0,6.0,1,817474.0,5274.0,214.0,47.223102,-1.526986,44109000CH0629
2023-07-05,65 BD ERNEST DALBY,44000.0,butas,30.0,2.0,1,114000.0,3800.0,215.0,47.223207,-1.530124,44109000CH0434
